app,family,variant_id,sample_id,source_ir,function,entity_id,role,bb,def_opcode,use_count,is_loop_carried,is_output_related,fanout,reduction_depth,distance_to_output,same_loop_neighbor_count,num_arith_users,format,format_n,format_es,tol_whole_app_rel_err,actual_whole_app_rel_err,is_feasible_under_tol,margin_to_tol,label_status,notes
prefix_recurrence_v12,prefix_recurrence,v12,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v12.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_8_2,8,2,1.000000e-03,2.498770e-01,0,-2.488770e-01,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v12,prefix_recurrence,v12,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v12.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_16_0,16,0,1.000000e-03,1.633500e-04,1,8.366500e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v12,prefix_recurrence,v12,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v12.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_16_1,16,1,1.000000e-03,1.633500e-04,1,8.366500e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v12,prefix_recurrence,v12,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v12.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_16_2,16,2,1.000000e-03,3.250110e-04,1,6.749890e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v12,prefix_recurrence,v12,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v12.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_32_0,32,0,1.000000e-03,1.218550e-09,1,9.999988e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v12,prefix_recurrence,v12,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v12.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_32_1,32,1,1.000000e-03,6.233240e-09,1,9.999938e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v12,prefix_recurrence,v12,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v12.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_32_2,32,2,1.000000e-03,2.507350e-09,1,9.999975e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v13,prefix_recurrence,v13,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v13.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_8_0,8,0,1.000000e-03,6.939460e-02,0,-6.839460e-02,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v13,prefix_recurrence,v13,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v13.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_8_1,8,1,1.000000e-03,6.939460e-02,0,-6.839460e-02,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v13,prefix_recurrence,v13,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v13.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_8_2,8,2,1.000000e-03,3.175560e-01,0,-3.165560e-01,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v13,prefix_recurrence,v13,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v13.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_16_0,16,0,1.000000e-03,1.370180e-03,0,-3.701800e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
